ZIP,CITY,STABBR,INSTNM,SCH_DEG,HIGHDEG,CONTROL,REGION,LOCALE,ADM_RATE,UGDS,TUITFTE,AGE_ENTRY,SECTOR
10019,New York,NY,American Academy McAllister Institute of Funeral Service,2,2,2,2,11,NULL,424,11262,30.79052369,Private
10016,New York,NY,American Academy of Dramatic Arts-New York,2,2,2,2,11,0.6341,253,26768,21.1749409,Private
10011-7301,New York,NY,American Academy of Personal Training,1,1,3,2,11,NULL,187,18728,28.36888889,Private
10462,Bronx,NY,American Beauty School,1,1,3,2,11,NULL,201,10231,27.5,Private
10023,New York,NY,American Musical and Dramatic Academy,1,3,2,2,11,0.2308,1735,18927,19.90746501,Private
11101,Long Island City,NY,Apex Technical School,1,1,3,2,11,NULL,1259,17817,28.48481065,Private
14905-1676,Elmira,NY,Arnot Ogden Medical Center,1,1,2,2,13,0.7143,70,7033,26.21428571,Private
10014,New York,NY,Arrojo Cosmetology School,NULL,1,3,2,11,NULL,29,11060,25.2016129,Private
11201-9805,Brooklyn,NY,ASA College,2,2,3,2,11,NULL,4551,14948,27.20848709,Private
11225,Brooklyn,NY,Associated Beth Rivkah Schools,1,1,2,2,11,0.9744,147,6578,19.7972028,Private
10011-7307,New York,NY,Atelier Esthetique Institute of Esthetics,1,1,3,2,11,NULL,127,12263,30.82987552,Private
12206-1513,Albany,NY,Austin's School of Spa Technology,1,1,3,2,13,NULL,283,4916,28.10674157,Private
10013,New York,NY,Aveda Institute-New York,1,1,3,2,11,NULL,229,15113,25.51662404,Private
11230,Brooklym,NY,Bais Medrash Elyon,3,4,2,2,11,NULL,67,2083,22.88888889,Private
10025,New York,NY,Bank Street College of Education,3,4,2,2,11,NULL,NULL,58704,NULL,Private
12504-5000,Annandale-On-Hudson,NY,Bard College,3,4,2,2,31,0.4461,2021,15516,19.73132184,Private
10027-6598,New York,NY,Barnard College,3,3,2,2,11,0.2377,2556,29924,19.35357143,Private
10940,Middletown,NY,Beauty School of Middletown,1,1,3,2,23,NULL,73,5854,26.53153153,Private
10977-1912,Spring Valley,NY,Be'er Yaakov Talmudic Seminary,3,3,2,2,21,1,382,8325,18.89705882,Private
11691,Far Rockaway,NY,Beis Medrash Heichal Dovid,3,4,2,2,11,0.5254,93,10637,19.14285714,Private
12304,Schenectady,NY,Belanger School of Nursing,2,2,2,2,13,0.4167,127,5316,32.72380952,Private
11101-8120,Long Island City,NY,Berk Trade and Business School,1,1,3,2,11,NULL,243,7504,27.30753968,Private
10017,New York,NY,Berkeley College-New York,3,3,3,2,11,NULL,4388,18332,26.13248639,Private
11204,Brooklyn,NY,Beth Hamedrash Shaarei Yosher Institute,3,3,2,2,11,1,42,13005,19.76470588,Private
11214,Brooklyn,NY,Beth Hatalmud Rabbinical College,3,3,2,2,11,1,29,4953,19.61111111,Private
10032-1560,New York,NY,Boricua College,2,4,2,2,11,NULL,1104,9753,28.2674772,Private
11375-4239,Forest Hills,NY,Bramson ORT College,2,2,2,2,11,NULL,560,9582,29.31458967,Private
11714-3545,Bethpage,NY,Briarcliffe College,2,3,3,2,21,NULL,1719,18087,27.30419162,Private
11756-1345,Levittown,NY,Brittany Beauty School,1,1,3,2,21,NULL,140,11154,28.50491159,Private
11201,Brooklyn,NY,Brooklyn Law School,3,4,2,2,11,NULL,NULL,29760,PrivacySuppressed,Private
13905,Binghamton,NY,Broome Delaware Tioga BOCES-Practical Nursing Program,1,1,1,2,22,0.2642,61,5437,29.9,Public
14203,Buffalo,NY,Bryant & Stratton College-Buffalo,2,3,3,2,11,NULL,671,13879,29.34301102,Private
11580-5431,Valley Stream,NY,Business Informatics Center Inc,2,2,3,2,21,NULL,24,16626,32.18181818,Private
11530-3402,Garden City,NY,Cactus Academy,1,1,3,2,21,NULL,123,9173,24.10047847,Private
14208-1098,Buffalo,NY,Canisius College,3,4,2,2,11,0.8023,2736,15780,19.71813726,Private
10954,Nanuet,NY,Capri Cosmetology Learning Centers,1,1,3,2,21,NULL,223,11389,26.0902439,Private
10301,Staten Island,NY,Career School of NY,1,1,2,2,11,NULL,67,4086,25.67721519,Private
14760,Olean,NY,Cattaraugus Allegany BOCES-Practical Nursing Program,1,1,1,2,41,NULL,50,6130,30.828125,Public
13021-3099,Auburn,NY,Cayuga County Community College,2,2,1,2,32,NULL,2720,2886,25.14129111,Public
13021,Auburn,NY,Cayuga Onondaga BOCES-Practical Nursing Program,1,1,1,2,41,NULL,34,2060,29.15384615,Public
13035,Cazenovia,NY,Cazenovia College,3,3,2,2,31,0.762,1067,10108,20.7027027,Private
13114,Mexico,NY,Center for Instruction Technology & Innovation (CiTi),1,1,1,2,42,0.65,95,3030,29.25,Public
12205,Albany,NY,Center for Natural Wellness School of Massage Therapy,1,1,3,2,21,0.9231,45,14804,31.91525424,Private
11230,Brooklyn,NY,Central Yeshiva Tomchei Tmimim Lubavitz,3,4,2,2,11,1,613,5755,19.43943662,Private
11229,Brooklyn,NY,Charles Stuart School of Diamond Setting,1,1,3,2,11,NULL,27,11259,42.55555556,Private
14304,Niagara Falls,NY,Cheryl Fells School of Business,1,1,3,2,21,NULL,72,8480,32.77011494,Private
14052-0607,East Aurora,NY,Christ the King Seminary,3,4,2,2,41,NULL,NULL,20131,PrivacySuppressed,Private
10036-8002,New York,NY,Christie's Education,NULL,4,3,2,11,NULL,NULL,61433,NULL,Private
10016-7701,New York,NY,Christine Valmy International School for Esthetics  Skin Care & Makeup,NULL,1,3,2,11,NULL,278,13300,31.70805369,Private
10019-6795,New York,NY,Circle in the Square Theater School,1,1,2,2,11,0.8723,69,16175,24.45714286,Private
13699,Potsdam,NY,Clarkson University,3,4,2,2,33,0.6214,3130,14504,19.6184593,Private
12901,Plattsburgh,NY,Clinton Community College,2,2,1,2,32,NULL,1220,2359,22.34774256,Public
12901-0455,Plattsburgh,NY,Clinton Essex Warren Washington BOCES,1,1,1,2,32,0.3962,63,4821,27.27083333,Public
10701,Yonkers,NY,Cochran School of Nursing,2,2,2,2,21,NULL,93,13861,30.66216216,Private
14620-2589,Rochester,NY,Colgate Rochester Crozer Divinity School,3,4,2,2,12,NULL,NULL,9479,NULL,Private
13346-1398,Hamilton,NY,Colgate University,3,4,2,2,32,0.2624,2865,30401,19.29032258,Private
10471-1093,Bronx,NY,College of Mount Saint Vincent,3,4,2,2,11,0.9521,1671,17809,19.98921251,Private
10314,Staten Island,NY,College of Staten Island CUNY,3,4,1,2,11,0.9427,12944,3868,21.02953813,Public
10027,New York,NY,Columbia University in the City of New York,3,4,2,2,11,0.0695,8100,33371,23.84939759,Private
12534,Hudson,NY,Columbia-Greene Community College,2,2,1,2,41,NULL,1462,520,24.72923077,Public
10708-1998,Bronxville,NY,Concordia College-New York,3,4,2,2,21,0.7477,886,16985,25.40709812,Private
14020,Batavia,NY,Continental School of Beauty Culture-Batavia,1,1,3,2,32,NULL,41,9851,26,Private
14623,Rochester,NY,Continental School of Beauty Culture-Rochester,1,1,3,2,21,NULL,317,10817,26.86053131,Private
14224,West Seneca,NY,Continental School of Beauty Culture-West Seneca,1,1,3,2,21,NULL,95,10532,26.49545455,Private
10003-7120,New York,NY,Cooper Union for the Advancement of Science and Art,3,4,2,2,11,0.1506,852,2876,20.20979021,Private
14853,Ithaca,NY,Cornell University,3,4,2,2,13,0.1419,14195,25066,20.11243118,Private
14830,Corning,NY,Corning Community College,2,2,1,2,41,NULL,2807,1381,23.09214092,Public
12538-1499,Hyde Park,NY,Culinary Institute of America,2,3,2,2,21,0.6369,2778,22161,22.04200913,Private
10010,New York,NY,CUNY Bernard M Baruch College,3,4,1,2,11,0.279,14420,6620,23.12656595,Public
10007,New York,NY,CUNY Borough of Manhattan Community College,2,2,1,2,11,NULL,25849,1855,22.39544189,Public
10453,Bronx,NY,CUNY Bronx Community College,2,2,1,2,11,NULL,10685,1204,24.00797806,Public
11210,Brooklyn,NY,CUNY Brooklyn College,3,4,1,2,11,0.3533,12925,4474,23.54495442,Public
10031,New York,NY,CUNY City College,3,4,1,2,11,0.3806,12175,4649,23.20200682,Public
10016,New York,NY,CUNY Graduate School and University Center,3,4,1,2,11,NULL,1297,6593,32.49384615,Public
10451,Bronx,NY,CUNY Hostos Community College,2,2,1,2,11,NULL,6389,1771,24.43993507,Public
10065,New York,NY,CUNY Hunter College,3,4,1,2,11,0.3467,15778,5909,22.61603868,Public
10019,New York,NY,CUNY John Jay College of Criminal Justice,3,4,1,2,11,0.3731,12758,4113,22.34690657,Public
11235,Brooklyn,NY,CUNY Kingsborough Community College,2,2,1,2,11,NULL,13625,1561,23.05904642,Public
11101,Long Island City,NY,CUNY LaGuardia Community College,2,2,1,2,11,NULL,17069,2121,23.58283772,Public
10468,Bronx,NY,CUNY Lehman College,3,4,1,2,11,0.2891,9417,5599,25.99296979,Public
11225,Brooklyn,NY,CUNY Medgar Evers College,2,3,1,2,11,0.9194,6241,2419,24.73022637,Public
11201,Brooklyn,NY,CUNY New York City College of Technology,2,3,1,2,11,0.7278,16354,2839,22.34386241,Public
11367,Queens,NY,CUNY Queens College,3,4,1,2,11,0.3982,14842,4826,23.32752137,Public
11364-1497,Bayside,NY,CUNY Queensborough Community College,2,2,1,2,11,NULL,14197,2316,22.26302502,Public
11101,Long Island City,NY,CUNY School of Law,3,4,1,2,11,NULL,NULL,13499,PrivacySuppressed,Public
11451,Jamaica,NY,CUNY York College,3,4,1,2,11,0.3713,7245,3421,23.52141844,Public
12901-1438,Plattsburgh,NY,CVPH Medical Center School of Radiologic Technology,1,1,2,2,32,NULL,23,635,21.04166667,Private
14226-3592,Amherst,NY,Daemen College,3,4,2,2,21,0.549,1965,12993,23.69687738,Private
10031-1896,New York,NY,Dance Theatre of Harlem Inc,1,1,2,2,11,0.2586,3,62836,PrivacySuppressed,Private
13790-2712,Johnson City,NY,Davis College,3,3,2,2,22,0.4779,252,9430,25.42207792,Private
13815-3554,Norwich,NY,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,1,1,1,2,41,0.6667,27,3807,29.66666667,Public
10036,New York,NY,Digital Film Academy,1,1,3,2,11,NULL,88,13530,28.775,Private
10962-1210,Orangeburg,NY,Dominican College of Blauvelt,3,4,2,2,21,0.6281,1483,17734,22.43888242,Private
11769-1999,Oakdale,NY,Dowling College,3,4,2,2,21,0.7836,1281,18761,21.85641026,Private
12601-6599,Poughkeepsie,NY,Dutchess BOCES-Practical Nursing Program,1,1,1,2,21,0.4918,155,3910,28.21290323,Public
12601-1595,Poughkeepsie,NY,Dutchess Community College,2,2,1,2,21,NULL,6885,3422,22.12709497,Public
14201-1084,Buffalo,NY,D'Youville College,3,4,2,2,11,0.6879,1796,17976,23.13157895,Private
11772,Patchogue,NY,Eastern Suffolk BOCES,1,1,1,2,21,0.9596,346,6723,26.69392523,Public
11235,Brooklyn,NY,EDP School of Computer Programming,1,1,2,2,11,NULL,105,1904,39.57037037,Private
11726,Copiague,NY,Electrical Training Center,NULL,1,3,2,21,NULL,141,8989,26.87301587,Private
14901,Elmira,NY,Elmira Business Institute,2,2,3,2,13,NULL,400,21091,31.91937985,Private
14901,Elmira,NY,Elmira College,3,4,2,2,13,0.8221,1318,14188,20.96301775,Private
10001,New York,NY,Empire Beauty School-Manhattan,1,1,3,2,11,NULL,585,10373,25.86490499,Private
10566,Peekskill,NY,Empire Beauty School-Peekskill,1,1,3,2,21,NULL,31,9937,24.46969697,Private
11103,Astoria,NY,Empire Beauty School-Queens,1,1,3,2,11,NULL,131,10354,26.54107402,Private
14224,West Seneca,NY,Erie 1 BOCES,1,1,1,2,21,NULL,369,7779,28.84660194,Public
14006,Angola,NY,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,1,1,1,2,21,NULL,134,3040,30.48780488,Public
14203-2698,Buffalo,NY,Erie Community College,2,2,1,2,11,NULL,10624,3277,24.00360317,Public
14621-3007,Rochester,NY,Everest Institute-Rochester,1,2,3,2,21,NULL,545,12891,28.65778518,Private
12203-5159,Albany,NY,Excelsior College,3,4,2,2,13,NULL,38426,4295,34.46616264,Private
11735-1021,Farmingdale,NY,Farmingdale State College,3,3,1,2,21,0.4665,7768,5571,22.51152074,Public
10001-5992,New York,NY,Fashion Institute of Technology,2,4,1,2,11,0.4428,8260,8079,21.58781965,Public
14424-8395,Canandaigua,NY,Finger Lakes Community College,2,2,1,2,41,NULL,4250,1912,23.75906663,Public
14850,Ithaca,NY,Finger Lakes School of Massage,1,1,3,2,23,NULL,51,7960,32.38337182,Private
11746-5871,Dix Hills,NY,Five Towns College,3,4,3,2,21,0.5612,637,12388,21.00578035,Private
10458,Bronx,NY,Fordham University,3,4,2,2,11,0.4812,8485,26498,20.56180134,Private
11550-3003,Hempstead,NY,Franklin Career Institute,1,1,2,2,21,NULL,598,6935,28.61592506,Private
12095-3790,Johnstown,NY,Fulton-Montgomery Community College,2,2,1,2,41,NULL,2008,2088,22.98323662,Public
14020,Batavia,NY,Genesee Community College,2,2,1,2,32,NULL,4032,1742,24.52804763,Public
14020,Batavia,NY,Genesee Valley BOCES-Practical Nursing Program,1,1,1,2,41,NULL,100,6044,29.19620253,Public
10018,New York,NY,Globe Institute of Technology,2,3,3,2,11,NULL,490,2307,24.47518797,Private
11801-3873,Hicksville,NY,Gloria Francis School of Make-Up Artistry,NULL,1,3,2,21,NULL,100,8646,29.11666667,Private
11355-2446,Flushing,NY,Grace International Beauty School,NULL,1,3,2,11,NULL,12,796,38.77777778,Private
11209,Brooklyn,NY,Hair Design Institute at Fifth Avenue-Brooklyn,1,1,3,2,11,NULL,129,8456,27.94230769,Private
13323,Clinton,NY,Hamilton College,3,3,2,2,41,0.2635,1890,30824,19.32926829,Private
12095,Johnstown,NY,Hamilton Fulton Montgomery BOCES-Practical Nursing Program,1,1,1,2,41,NULL,72,6623,31.8,Public
13820-4020,Oneonta,NY,Hartwick College,3,3,2,2,33,0.8956,1528,20529,19.48633257,Private
10012-1186,New York,NY,Hebrew Union College-Jewish Institute of Religion,3,4,2,2,11,NULL,NULL,6952,PrivacySuppressed,Private
10035-2737,New York,NY,Helene Fuld College of Nursing,2,3,2,2,11,NULL,443,17723,33.75359712,Private
13357,Ilion,NY,Herkimer County BOCES-Practical Nursing Program,1,1,1,2,31,NULL,101,702,29.95862069,Public
13350-1598,Herkimer,NY,Herkimer County Community College,2,2,1,2,41,NULL,2242,2815,23.57998984,Public
14075-1597,Hamburg,NY,Hilbert College,3,4,2,2,21,0.8063,932,14015,22.09625668,Private
14456,Geneva,NY,Hobart William Smith Colleges,3,4,2,2,32,0.4753,2344,24777,19.44267054,Private
11549,Hempstead,NY,Hofstra University,3,4,2,2,21,0.6161,6803,26052,20.28514203,Private
14744,Houghton,NY,Houghton College,3,4,2,2,43,0.9381,1010,14302,21.29924242,Private
12180,Troy,NY,Hudson Valley Community College,2,2,1,2,13,NULL,8582,3424,23.61459754,Public
11756-1375,Levittown,NY,Hunter Business School,1,1,3,2,21,NULL,1005,10928,30.1025974,Private
10029-6574,New York,NY,Icahn School of Medicine at Mount Sinai,3,4,2,2,11,NULL,NULL,27721,25.07407407,Private
10003,New York,NY,Institute of Audio Research,1,1,3,2,11,NULL,473,12961,25.04409673,Private
10281,New York,NY,Institute of Culinary Education,1,1,3,2,11,NULL,664,39362,26.88193457,Private
11201-5380,Brooklyn,NY,Institute of Design and Construction,2,2,2,2,11,NULL,65,6079,29.52941177,Private
10801-1890,New Rochelle,NY,Iona College,3,4,2,2,21,0.867,3052,20138,19.4935242,Private
14617,Rochester,NY,Isabella Graham Hart School of Practical Nursing,1,1,2,2,21,NULL,45,6031,32.93693694,Private
11701-2704,Amityville,NY,Island Drafting and Technical Institute,2,2,3,2,21,NULL,110,13134,26.43396226,Private
14850-7002,Ithaca,NY,Ithaca College,3,4,2,2,23,0.5911,6087,21592,19.52936345,Private
14701-4756,Jamestown,NY,Jamestown Business College,2,3,3,2,32,0.9375,318,12528,25.37634409,Private
14701,Jamestown,NY,Jamestown Community College,2,2,1,2,32,NULL,3187,2764,22.82229402,Public
13601-1897,Watertown,NY,Jefferson Community College,2,2,1,2,13,NULL,3009,2434,24.72154392,Public
13601-9509,Watertown,NY,Jefferson Lewis BOCES-Practical Nursing Program,1,1,1,2,41,1,77,7580,29.31125828,Public
10027-4649,New York,NY,Jewish Theological Seminary of America,3,4,2,2,11,0.6186,156,4733,19.51612903,Private
10011,New York,NY,Joffrey Ballet School,1,1,3,2,11,0.6983,262,8333,20.13483146,Private
12020,Ballston Spa,NY,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,1,1,3,2,23,NULL,101,5631,27.91666667,Private
12110,Latham,NY,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,1,1,3,2,21,NULL,10,7613,25.96296296,Private
10562,Ossining,NY,Kehilath Yakov Rabbinical Seminary,3,3,2,2,41,NULL,125,2506,17.79710145,Private
14478,Keuka Park,NY,Keuka College,3,4,2,2,32,0.8286,1797,14232,27.47741364,Private
13214-1301,Syracuse,NY,Le Moyne College,3,4,2,2,12,0.6595,2728,15242,20.67966574,Private
14221,Williamsville,NY,Leon Studio One School of Hair Design,1,1,3,2,21,NULL,27,9782,27.22857143,Private
10019,New York,NY,Lia Schorr Institute of Cosmetic Skin Care Training,1,1,3,2,11,NULL,35,6000,31.97777778,Private
10022-5268,New York,NY,LIM College,3,4,3,2,11,0.7421,1548,25215,20.54166667,Private
11548-1327,Brookville,NY,LIU Post,3,4,2,2,21,0.8302,3774,20971,23.48306709,Private
11550-6317,Hempstead,NY,Long Island Barber Institute,1,1,3,2,21,NULL,61,7261,29.68867925,Private
11788,Hauppauge,NY,Long Island Beauty School-Hauppauge,1,1,3,2,21,NULL,249,12086,25.73720137,Private
11550,Hempstead,NY,Long Island Beauty School-Hempstead,1,1,3,2,21,NULL,127,10490,27.22289157,Private
11354-5577,Flushing,NY,Long Island Business Institute,2,2,3,2,11,NULL,376,15279,31.95590909,Private
11756-1316,Levittown,NY,Long Island Nail & Skin Care Institute,1,1,3,2,21,NULL,145,9750,31.47236181,Private
11204,Brooklyn,NY,Machzikei Hadath Rabbinical College,3,3,2,2,11,1,147,6921,19.234375,Private
13478-0168,Verona,NY,Madison Oneida BOCES-Practical Nursing Program,1,1,1,2,41,1,51,3109,28.95833333,Public
10019-5516,New York,NY,Mandl School-The College of Allied Health,2,2,3,2,11,NULL,707,5988,28.59599636,Private
10471-4098,Riverdale,NY,Manhattan College,3,4,2,2,11,0.6654,3471,21001,20.18362989,Private
10001,New York,NY,Manhattan Institute,1,1,3,2,11,NULL,1221,7711,26.76506024,Private
11230-1401,Brooklyn,NY,Manhattan School of Computer Technology,1,1,2,2,11,NULL,519,395,32.90450055,Private
10027-4698,New York,NY,Manhattan School of Music,3,4,2,2,11,0.4482,389,30208,19.85897436,Private
10577,Purchase,NY,Manhattanville College,3,4,2,2,21,0.7386,1754,15509,19.70700637,Private
12208,Albany,NY,Maria College of Albany,2,3,2,2,13,0.35,849,14222,28.55668359,Private
14456-1651,Geneva,NY,Marion S Whelan School of Nursing of Geneva General Hospital,1,1,2,2,32,1,29,7274,30.56989247,Private
12601,Poughkeepsie,NY,Marist College,3,4,2,2,21,0.3851,5240,21295,20.86803365,Private
14150,Tonawanda,NY,MarJon School of Beauty ltd-Tonawanda,1,1,3,2,21,NULL,64,10970,27.01324503,Private
10021-4597,New York,NY,Marymount Manhattan College,3,3,2,2,11,0.735,1831,21812,19.93702771,Private
14214-2695,Buffalo,NY,Medaille College,3,4,2,2,11,0.619,1914,14271,23.56764928,Private
12204,Albany,NY,Memorial College of Nursing,2,2,2,2,13,1,131,9855,28.68888889,Private
10065,New York,NY,Memorial Hospital School of Radiation Therapy Technology,1,1,2,2,11,NULL,15,2906,25.2,Private
10522,Dobbs Ferry,NY,Mercy College,3,4,2,2,21,0.7189,6402,14998,24.20115894,Private
11214,Brooklyn,NY,Merkaz Bnos-Business School,1,1,2,2,11,0.962,109,121,36.32124352,Private
11218,Brooklyn,NY,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,3,4,2,2,11,1,33,6714,PrivacySuppressed,Private
11218,Brooklyn,NY,Mesivta Torah Vodaath Rabbinical Seminary,3,4,2,2,11,0.7,276,5920,23.53271028,Private
10002-6301,New York,NY,Mesivtha Tifereth Jerusalem of America,3,4,2,2,11,0.931,46,12049,19.08695652,Private
10013-1919,New York,NY,Metropolitan College of New York,3,4,2,2,11,0.5259,897,16545,32.41555286,Private
11374,Rego Park,NY,Metropolitan Learning Institute,1,1,2,2,11,NULL,717,5071,37.01489362,Private
11385,Ridgewood,NY,Midway Paris Beauty School,1,1,3,2,11,NULL,108,11741,28.1409396,Private
12206-1513,Albany,NY,Mildred Elley School-Albany Campus,1,2,3,2,13,NULL,603,6504,30.17280453,Private
11223-2010,Brooklyn,NY,Mirrer Yeshiva Cent Institute,3,4,2,2,11,0.9556,132,6027,18.9787234,Private
12304,Schenectady,NY,Modern Welding School,1,1,3,2,13,NULL,88,15644,26.46961326,Private
13501-5394,Utica,NY,Mohawk Valley Community College,2,2,1,2,13,NULL,5153,2737,24.01678357,Public
11571-5002,Rockville Centre,NY,Molloy College,3,4,2,2,21,0.754,3293,21375,22.90362954,Private
14624,Rochester,NY,Monroe 2 Orleans BOCES-Center for Workforce Development,1,1,1,2,21,NULL,104,2908,31.81144781,Public
10468,Bronx,NY,Monroe College,2,4,3,2,11,0.4027,6181,11102,23.33986128,Private
14623,Rochester,NY,Monroe Community College,2,2,1,2,21,NULL,13982,2075,23.77467575,Public
13408,Morrisville,NY,Morrisville State College,2,3,1,2,42,0.5619,2728,3426,21.33158397,Public
12550,Newburgh,NY,Mount Saint Mary College,3,4,2,2,21,0.8862,2096,16643,21.85996409,Private
11530-6793,Garden City,NY,Nassau Community College,2,2,1,2,21,NULL,20218,2589,22.32166891,Public
13088-0208,Liverpool,NY,National Tractor Trailer School Inc-Liverpool,1,1,3,2,21,NULL,146,18155,33.97566372,Private
14618-3790,Rochester,NY,Nazareth College,3,4,2,2,21,0.7049,2017,19706,21.14272475,Private
10022-5017,New York City,NY,Neighborhood Playhouse School of the Theater,1,1,2,2,11,0.6429,80,15345,23.80555556,Private
10001-4034,New York,NY,New Age Training,1,1,3,2,11,NULL,136,11555,27.71116505,Private
11432,Jamaica,NY,New Life Business Institute,1,1,3,2,11,NULL,86,16403,32.44974874,Private
12206,Albany,NY,New School of Radio and Television,1,1,3,2,13,NULL,65,22871,26.07092199,Private
10013-2911,New York,NY,New York Academy of Art,3,4,2,2,11,NULL,NULL,31130,NULL,Private
